label,text
normal,"हाँ, हाँ, कल ऐसा किया था।मुझे पहले से ही मेरी चिमनी मिल गई है।अब यह मेरे लिए वहां बैठा एक और प्रतीक मात्र है।"
normal,are|kyA huA?Apa pUre dina apanA sela baMda rakheM|ye achChA nahIM hai.aba agara tumheM paravAha hai to kala mujhe phona karanA|
normal,So u wan 2 come for our dinner tonight a not?
normal,"hA.N, maiM surakShA pahaluoM aura kuCha anya muddoM para vistAra se batA rahA hU.N.."
normal,K:)k..yaha achChA hai:)Apa kaba jA rahe haiM?
normal,", maiM .. snoborDiMga yAtrA para hUM|maiM socha rahA thA ki kyA Apa jAne se pahale sabhI ko eka sAtha lAne kI yojanA banA rahe haiM... kisI taraha kI mulAkAta aura abhivAdana?protsAhita karanA,"
normal,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
normal,"olola, maiMne ThIka usI samasyA ke sAtha eka vyakti kI phorama posTa priMTa kI, jise jIpIyU pratisthApana ke sAtha ThIka kiyA gayA thA|ummIda hai ki ve ise najaraaMdAja nahIM kareMge|"
fraud,"krisamasa aura nae sAla kI pUrva saMdhyA ke TikaTa aba klaba se dina ke daurAna subaha 10 baje se rAta 8 baje taka aura isa saptAha guruvAra, shukravAra aura shanivAra kI rAta ko bikrI para haiM|ve tejI se bika rahe haiM!"
normal,मैं आज औपचारिक रूप से शामिल हो रहा हूं। कृपया प्रार्थना करते रहें। बाद में बात करूंगा।
normal,"नहीं, इसका मतलब यह है कि आपका सिर मोटा है"
normal,"What's up bruv, hope you had a great break. Do have a rewarding semester."
normal,"हाय मेरी प्रिय!वह दिन कैसा बीतता है?भाड़ में जाओ, आज सुबह मैं उठा और सीढ़ियों से नीचे जाते समय अपना मोबाइल फोन गिरा दिया लेकिन यह ठीक लग रहा है... *उफ़्फ़* मुझे तुम्हारी याद आती है!"
normal,ओह।आप अपने असली वैलेंटाइन को सबसे पहले शॉपिंग के लिए ले गए होंगे।
normal,ये अध्यक्ष के निर्देश हैं जिनका पालन किया जाना चाहिए।
normal,davA ke bAda vaha khA sakegI|
normal,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
normal,"bhUla gayA ki mujhe nahAne meM 3 sAla laga gae, kShamA kareM|Apa kahAM haiM/ApakA phona abhI taka baMda hai?"
normal,के... बुक करना चाहिए ना?तो क्या आप रविवार को बेसिक योगा के लिए जा रहे हैं?
normal,"मुझे पता है कि मैं कब घूम सकता हूं और उठा सकता हूं, मैं मूल रूप से इस पूरे सेमेस्टर के बाद किसी भी समय मुक्त हूं"
normal,maiM hameshA shahara meM rahane kA bahAnA DhUMDhatA rahatA hUM|
normal,"I hail from Chandigarh, where my family lives."
normal,Did u see what I posted on your Facebook?
normal,"वहां कौन है, हमारे दवा विक्रेता को नमस्ते कहें"
fraud,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
normal,Big brother‘s really scraped the barrel with this shower of social misfits
normal,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
fraud,"namaste, maiM esabIAI kA baiMka mainejara hUM, ApakA DebiTa kArDa samApta hone vAlA hai, kyA Apa nayA kArDa jArI karanA chAheMge|"
normal,isake alAvA eMDrosa barpha Adi Adi
normal,"hAM, maiM ChoTA bachchA hUM.. aura bUsTa hI merI UrjA kA rAja hai.."
normal,I was gonna ask you lol but i think its at 7
normal,maiM tumheM kuCha vichAroM ke sAtha shAma ko bulAUMgA|
normal,maiMne kuCha bhI nahIM sunA hai aura vaha mere saMdeshoM kA uttara nahIM de rahA hai isalie maiM anumAna lagA rahA hUM ki vaha bhaTaka gayA hai|usane kahA ki jebI shAnadAra hai
normal,hama agale &lt;#&gt; meM rahate haiMminaTa
normal,मुझे बताओ वे महिला हैं: तुम कैसे अंदर फेंक रहे हो?हम तय कर रहे हैं कि अब क्या लेना है
fraud,"Apa abhI se shurU karake hara haphte £100 saMgIta upahAra vAuchara jIta sakate haiM, DRAW shabda ko 87066 TsCs para TeksTa kareM www.Idew.com skilagema, 1Winaweek, umra16|150p prati mesasadasyatA"
normal,Webpage s not available!
normal,हा... आपने अभी-अभी शहद खाया है?बहुत अच्छा...
normal,kShamA kareM mujhe snAna karane meM dasa sAla laga gae|kyA yojanA hai?
normal,"सुप्रभात प्रिय, आपका दिन शुभ हो"
normal,"hAya Apa kahA.N haiM?hama vahAM haiM aura ve bAhara jAne ke ichChuka nahIM haiM, maiM hUM, lekina mujhe lagatA hai ki mujhe nahIM jAnA chAhie, to kyA hama bAhara jA sakate haiM, kyA Apako koI Apatti nahIM hai?"
normal,Can not use foreign stamps in this country. Good lecture .
normal,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
normal,Hey are you angry with me. Reply me dr.
fraud,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
normal,"4 tacos + 1 rajas burrito, right?"
normal,नहीं - नहीं।मैं गतिविधियों से पहले सभी कमरों की जाँच करूँगा
normal,के.के.इस महीने कोटीज़ का जन्मदिन जानते हैं?
normal,Ok I'm gonna head up to useful in like fifteen minutes.
fraud,"नमस्ते सर, मैं बैंक ऑफ बड़ौदा से हूं, सर मैंने आपके बैंक खाते के सत्यापन के लिए आपको कॉल किया है, क्या आप अपना खाता सत्यापित करना चाहते हैं।सर, तो मुझे अपना आधार कार्ड नंबर और पैन कार्ड और अपना डेबिट/क्रेडिट कार्ड नंबर बताएं।"
normal,फिर भी मैंने इसकी जाँच नहीं की है दा...
normal,Yar lor... How u noe? U used dat route too?
normal,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
normal,"""ThIka hai hanI! kyA Apa 2 2 rAta taka ruke? isake bajAya DAunaTAuna jUsa dA paba meM nahIM gae! mere beDarUma meM dA mo meM jUsa chilina! lava jena XXX|"""
fraud,"449050000301 आपने £2,000 की कीमत जीत ली है!दावा करने के लिए 09050000301 पर कॉल करें।"
normal,No problem. Talk to you later
normal,ruko.maiM bAhara AUMgA.. &lt;#&gt;minaTa:)
normal,taba saMbhavataH ise mittelschmerTza kahA jAtA thA|yaha gUgala|yadi Apake pAsa perAsiTAmola nahIM hai to chiMtA na kareM yaha chalI jAegI|
normal,लोल ठीक है आपने माफ कर दिया :)
normal,के..तो जब भी आना चाहो आ जाना और विजय को भी कह देना फुर्सत पाकर आ जाना..:-)
normal,Its going good...no problem..but still need little experience to understand american customer voice...
fraud,अच्छी खबर!अपने गारंटीकृत £1000 नकद या £2000 उपहार का दावा करने के लिए FREEFONE 08006344447 पर कॉल करें।अभी लाइव ऑपरेटर से बात करें!
normal,क्या आप ठीक हैं।ऐसा व्यवहार करने से क्या होता है
fraud,आप 864233 पर DONATE लिखकर यूनिसेफ के एशियाई सुनामी आपदा सहायता कोष में £2.50 दान कर सकते हैं। £2.50 आपके अगले बिल में जोड़ दिए जाएंगे
normal,koI bhI chIza kevala 2 sthitiyoM meM mUlyavAna hotI hai: pahalA- use pAne se pahale... dUsarA- use khone ke bAda...
normal,Kay... Since we are out already
normal,"I'm not coming over, do whatever you want"
normal,AthI..kahA.N ho priya..
normal,kyA Apako abhI bhI sAmAna mila rahA hai.
normal,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
normal,aathi..where are you dear..
normal,kyA mujhe sIdhe vahAM jAnA chAhie yA kyA
normal,Hey i've booked the pilates and yoga lesson already... Haha
fraud,"अति आवश्यक!!आपका 4* कोस्टा डेल सोल हॉलिडे या £5000 संग्रह की प्रतीक्षा में है।दावा करने के लिए अभी 09050090044 पर कॉल करें।एसएई, टीसी, पीओ बॉक्स 334, स्टॉकपोर्ट, एसके38एक्सएच, लागत £1.50/प्रति मिनट, अधिकतम10 मिनट"
normal,kuCha hI ghaMToM meM klAsa se bAhara ho jAUMgA.kShamA mAMganA
normal,agara Apako khAMsI nahIM A rahI hai to koI bAta nahIM
normal,Wait sir I'll transfer to my senior.
normal,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
normal,"जॉय के पिता जॉन हैं।फिर जॉन, जॉय के पिता का ____ है।यदि आप इसका उत्तर देते हैं तो आपके पास &lt;#&gt;में।टिस्स आईएएस प्रश्न का उत्तर देने का प्रयास करें।"
normal,Kaira maiM shAyada taba na AU.N...
normal,"सर, मौजूदा एमआरपी से हमें बस एक छोटा सा मार्जिन हासिल होता है।लेकिन उस कीमत पर, हम इसे घाटे पर बेचेंगे।"
normal,आप ठीक कह रहे हैं।चलिए पढ़ाई पर वापस आते हैं।अभी कुछ और कठिन दिन बाकी हैं।
fraud,Apane gAraMTIshudA £1000 nakada yA £2000 kA puraskAra jItA hai|varSha puraskAra kA dAvA karane ke lie hamAre grAhaka sevA pratinidhi ko 08714712412 para subaha 10 baje se shAma 7 baje ke bIcha kaॉla kareM lAgata 10p
fraud,klAuDa sevA jArI rakhane ke lie kRRipayA kreDiTa kArDa naMbara pradAna kareM|
fraud,क्या आप एक नया वीडियो हैंडसेट चाहते हैं?750 कभी भी कोई नेटवर्क मिनट?आधी कीमत सीमा पर किराया?कैमकोर्डर?कल डिलीवरी के लिए उत्तर दें या 08000930705 पर कॉल करें
normal,पता नहीं उसने क्या कहा...
normal,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
normal,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
normal,"नमस्ते, आप कैसे हैं??"
normal,K I'll call you when I'm close
normal,yaha ThIka hai.maiM kuCha pUChane ke lie aMdara AyA aura usane kahA ki Apa aMdara A chuke haiM| jaba yaha la.DakI AegI taba kyA Apa AsapAsa hoMge?
normal,ApakA khAtA saphalatApUrvaka INR &lt;DECIMAL&gt; se bhara diyA gayA hai|.Apake keralasarkala prIpeDa khAte kI sheSha rAshi &lt;dashamalava&gt;.ApakI lenadena AIDI KR &lt;#&gt; hai.
normal,Apa bAda meM khAnA khAeMge lekina maiM abhI apane dostoM ke sAtha khAnA khA rahA hUM... Apa pahale ghara jA rahe haiM?
normal,सही।तो आज आपका काम कैसा था
normal,yaha achChA hai|maiM tumheM khusha karanA chAhatA hU.N...
normal,maiM chAhatA hUM!mujhe nahIM lagatA ki itanI barphabArI hogI|lekina yaha una tUphAnoM se kahIM adhika hogA jo hama Amataura para jamIna para girane se pahale pighala jAte haiM|Ika!&lt;#&gt; ke bAda se hamAre yahAM barphabArI nahIM huI hai|mere janma se bhI pahale!
normal,ThIka hai koI samasyA nahIM
normal,maiM gaisa sTeshana para hUM.vahA.N jAe.N|
fraud,"अर्जेंट यूआर ने EuroDisinc Trav, Aco&Entry41 या £1000 की मानार्थ यात्रा प्रदान की।87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ पर txt DIS का दावा करने के लिए"
normal,kauna sA sAla|aura kitane mIla.
normal,aathi..where are you dear..
normal,यह अगले माह तक हो जायेगा.
normal,"&lt;#&gt;तेजी से आ रहा है.तो, आपको नए साल की बहुत-बहुत शुभकामनाएँ, हैप्पी संक्रांति, हैप्पी गणतंत्र दिवस, हैप्पी वैलेंटाइन्स डे, हैप्पी शिवरात्रि, हैप्पी उगादि, हैप्पी फ़ूल्स डे, हैप्पी मई डे, हैप्पी स्वतंत्रता दिवस, हैप्पी फ्रेंडशिप, हैप्पी मदर, फादर, टीचर्स, चाइल्ड्स डे, औरहैप्पी बर्थडे 4 यू. हैप्पी गणेश उत्सव, हैप्पी दशहरा, हैप्पी दिवाली, हैप्पी क्रिसमस &lt;#&gt;सुप्रभात दोपहर, शाम रातें।याद रखें, मैं आप सभी को शुभकामनाएं देने वाला पहला व्यक्ति हूं...आपका राज"
normal,"क्षमा करें, मैं बाद में कॉल करूंगा, ठीक है अलविदा।"
fraud,हमारी डेटिंग सेवा द्वारा आपके किसी परिचित द्वारा आपसे संपर्क किया जा रहा है!यह कौन है यह जानने के लिए लैंड लाइन 09050000928 से कॉल करें। PoBox45W2TG150P
normal,"Sorry, I'll call later"
normal,Send me yetty's number pls.
fraud,शानदार नया ऑफर - सर्वोत्तम ऑरेंज टैरिफ पर डबल मिनट और डबल टेक्स्ट और नवीनतम कैमरा फोन 4 मुफ़्त पाएं!अभी 08000839402 पर MobileUpd8 पर निःशुल्क कॉल करें!या 2stoptxt नियम एवं शर्तें
normal,आशा है आपका सप्ताह अच्छा रहेगा।अभी जांच हो रही है
normal,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
normal,Is there anyone without a ticket?
normal,Wife.how she knew the time of murder exactly
normal,तुम मेरे दिल के बहुत करीब हो.अगर तुम चले जाओगे तो मैं टूट जाऊंगा।कृपया मेरे साथ बने रहें।
normal,vebapeja upalabdha nahIM hai!
normal,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
normal,No that just means you have a fat head
normal,क्या आपको नहीं पता अगर बेन जा रहा है?
normal,ठीक है मैं 4 बजे से पहले वहाँ पहुँच जाऊँगा।
normal,आप मेरे लिए रात के खाने में क्या पका रहे हैं?
normal,"kShamA kareM pitAjI, maiM nahIM jAnatA ki kauna haiM pitAjI?"
normal,मुझे आशा है कि आज आपका पेशाब जल जाएगा।
fraud,kyA Apa rAta 2 baje ArAma karanA chAhate haiM?kyA Apa vAstavika DaॉgiMga lokeshana sIdhe apane mobAila para bhejanA chAhate haiM?yUke ke sabase ba.De DaॉgiMga neTavarka se ju.DeM|abhI pArka ko 69696 para saMdesha bhejeM!nITa.ec2a.3elapI £1.50/saMdesha
normal,Ok lor... But buy wat?
normal,"o. ThIka hai, Apake pAsa utparivartana kA kAraNa hai|sanaskrIna ina dinoM behada jarUrI hai"
normal,U GOIN OUT 2NITE?
normal,"यदि मैं आपके दस अरब कॉल और संदेशों के बाद आपसे पहले वहां पहुंचता हूं तो मेरी मदद करें, भगवान"
normal,I just reached home. I go bathe first. But my sister using net tell you when she finishes k...
normal,मुझे पता है उसने मुझे बुलाया है
normal,आज सभी लड़कों ने मेरा मज़ाक उड़ाया।ठीक है मुझे कोई समस्या नहीं है.मैंने सिर्फ मनोरंजन के लिए एक संदेश भेजा था
normal,यह भी याद रखें कि मोती गिरे नहीं।कभी।
normal,मुझे सचमुच खेद है कि मैंने तुम्हारे बालों में आग लगा दी
normal,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
normal,"Lol, oh you got a friend for the dog ?"
normal,yA mujhe kuCha ghaMToM meM yAda dilAeM.
normal,Want to finally have lunch today?
normal,"kyA Apane isa sITa ko apanI noTabuka meM rakhA hai, Apa isakA ullekha kara sakate haiM|"
normal,Ok set let u noe e details later...
fraud,"kyA Apa merI XXX tasvIreM dekhanA chAheMge, ve itanI haॉTa haiM ki unheM briTena meM lagabhaga pratibaMdhita kara diyA gayA thA!"
normal,आपसे मिलकर खुशी हुई।आप कैसे हैं?
normal,kyA Ane vAle shukravAra ko poMgala kI ChuTTI hai? kyA Apako apane kAryasthala se koI samAchAra milatA hai|
normal,So i could kiss and feel you next to me...
normal,HAPPY NEW YEAR MY NO.1 MAN
normal,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
normal,kailisa dUsarI pArI meM ballebAjI nahIM kareMge|
normal,और कुछ बताओ।वह ठीक है।
normal,Remember to ask alex about his pizza
normal,"hA.N, mujhe lagatA hai ki vaha vAstava meM saumya hogA|anya DaॉkTaroM ke viparIta jo apane marIzoM kA ilAja TarkI kI taraha karate haiM|"
normal,"mujhe &lt;#&gt;, kisI bhI taraha se maiM uThA sakatA hU.N?"
normal,"maiM tumheM bahuta yAda karatA hUM, maiM bahuta nirAsha hUM, maiMne vaha saMdesha rikaॉrDa kara liyA hai jo tumane piChale dina mere lie Cho.DA thA aura sirpha tumhArI AvAja sunane ke lie ise suna rahA hUM|mujhe tumase pyAra hai"
normal,Yes:)here tv is always available in work place..
normal,"eka galata samajhe gae mitra kA eka utkRRiShTa vichAra: mujhe patA hai ki tuma mujhase napharata karate ho, lekina jisa dina tumheM sacha patA chala jAegA, tuma khuda se napharata karoge:-( Gn:-)"
normal,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
normal,Except theres a chick with huge boobs.
normal,Mmm so yummy babe ... Nice jolt to the suzy.
normal,Whom you waited for yesterday
normal,जब आप दिनांक समय लॉगिन करते हैं... पिताजी अब आपको घर ला रहे हैं?
normal,"Did you say bold, then torch later. Or one torch and 2bold?"
normal,ThIka hai lora phira hama Taॉga lora chalate haiM...
normal,You're right I have now that I think about it
normal,"ufa, kyA Apa mAfI nahIM mAMga sakate, svIkAra nahIM kara sakate ki Apa galata the aura mujhase Apako vApasa lene ke lie nahIM kaha sakate?"
normal,अभी टीवी देखना ख़त्म हुआ... यू?
normal,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
normal,Do you still have the grinder?
normal,"ओह, मेरे प्रिय, तुम्हारी बातें सुनकर बहुत अच्छा लगा।हे भगवान, आज मैंने तुम्हें बहुत याद किया।मुझे खेद है कि आपको प्रदाता के साथ समस्या हो रही है, लेकिन मेरे पास आने के लिए धन्यवाद"
normal,हाँ दा.आपके कार्यालय में कोई भी योजना
fraud,lirikailADI(21/epha) Apako apanA dosta banane ke lie AmaMtrita kara rahI hai|uttara hA.N-910 yA nahIM-910|use dekheM: www.SMS.ac/u/hmmross STOP?STOP FRND ko 62468 para bhejeM
normal,Ü bot notes oredi... Cos i juz rem i got...
normal,क्या आने वाले शुक्रवार को पोंगल की छुट्टी है? क्या आपको अपने कार्यस्थल से कोई समाचार मिलता है।
normal,"Tika, Tika, Tika... beba"
normal,"Almost done, I just need to buy some clothes for my parents. I have got my own two days ago. What about you?"
normal,maiMne Apake jaisA nahIM sochA.
fraud,"हमने आपसे संपर्क करने का प्रयास किया, क्या वीडियो हैंडसेट के हमारे प्रस्ताव पर आपका उत्तर है?750 कभी भी नेटवर्क मिनट?असीमित पाठ?कैमकोर्डर?"
normal,Here you are.
normal,Audrie lousy autocorrect
fraud,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
normal,अब दवा की कोई जरूरत नहीं.
normal,"maiM nahIM chAhatA ki tuma chale jAo.lekina maiM svastha rahane ke lie jo kuCha bhI kara sakatA hUM, vaha mushkila se kara rahA hUM|Apase lagAtAra la.Dane se koI madada nahIM mila rahI hai|"
normal,hameM apanI yAtrA ke bAre meM charchA karane ke lie milanA chAhie... kyA zuhuI ne Apako batAyA?dopahara ko|sochA ki usake bAda hama pATha ke lie jA sakate haiM
normal,to phira isa bAre meM kyA?
normal,Sure. Where will you go?
normal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
normal,kyA ApakA pepara subaha hai yA TIkeAra ke bAda?
fraud,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
normal,Well boy am I glad G wasted all night at applebees for nothing
normal,"Well i am definitely need to restock before thanksgiving, I'll let you know when I'm out"
normal,"maiM bhI dA, mujhe lagatA hai ki kala rAta do dina rAta taka iMtajAra karo priya|"
normal,yaha disaMbara meM rilIja hogI.
fraud,Aja 4882 para samApta hone vAle voDAphona naMbaroM ko £350 kA puraskAra prApta karane ke lie chunA gayA hai|yadi ApakA naMbara mela khAtA hai to apanA £350 puraskAra prApta karane ke lie 09064019014 para kaॉla kareM|
normal,मैं तुमसे दूर नहीं भागता... मैं धीरे-धीरे चलता हूं...यह मुझे मार डालता है कि तुम्हें मुझे रोकने की ज़रा भी परवाह नहीं है...
normal,"हे डॉक्टर, कृपया मैं अपने पति के लिए अच्छी फिटिंग वाली अच्छी टी-शर्ट लेना चाहती हूं, मेरा बजट &lt;#&gt;कृपया मदद करें, मैं डी कार्ड लोड करूंगा, अबी कैसे, मुझे सूचित करते रहें लव।2 एमजे"
normal,Ya even those cookies have jelly on them
normal,IM GONNA MISS U SO MUCH
normal,kyoM?Apa Daॉgabretha para kahA.N haiM?yaha bilkula jAna sI daiTa ala jaisA laga rahA hai!!!!!!!!!
normal,"Cool, text me when you're parked."
normal,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
normal,mA.N Apase ghara kA khAnA kharIdane ke lie kahatI hai...
normal,बताओ कहाँ पहुँचे?
normal,मैं आपके घर जा रहा हूं
normal,Happy birthday... May u find ur prince charming soon n dun work too hard...
normal,मैं केवल शिकायत नंबर जानता हूं.. बेहतर होगा कि सीधे बीएसएनएल कार्यालय जाएं और इसके लिए आवेदन करें..
normal,No need to say anything to me. I know i am an outsider
normal,मुझे उम्मीद है कि आपको यह ठीक से समझ आ गया होगा.
normal,"ThIka hai, hama ju.De hue haiM, Apa loga kahA.N haiM"
normal,क्या आपने अभी तक काम पूरा कर लिया है?
normal,"कुछ नहीं कर रहे, तो फिर आप हमारे साथ खाना नहीं खा रहे?"
normal,ThIka hai mujhe tumhArI bahuta yAda AtI hai.
normal,"vahI, maiM TArapona spriMgsa meM apanI ba.DI chAchI kI sAlagiraha kI pArTI meM hUM"
normal,ke... buka karanA chAhie nA?to kyA Apa ravivAra ko besika yogA ke lie jA rahe haiM?
normal,आज रात नहीं दोस्त.कुछ नींद पूरी कर रहा हूँ।वैसे ये मेरा नया नंबर है.
normal,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
normal,नमस्ते.आप मैच के बारे में क्या सोचते हैं?
normal,maiM abhyAsa pAThoM ke lie nIche jAne kI socha rahA hUM.. apanA eDavAMsa pheMka dUM.. hAhA Apa kisa samaya jA rahe haiM?
normal,sochie ki Apane homa phona para TeksTa bhejA hai|vaha TeksTa pradarshita kara sakatA hai|yadi Apa abhI bhI bhejanA chAhate haiM to usakA naMbara hai
normal,mamma nIMda A rahI hai.Aja hI mujhe vaha mila jAyegA priye
normal,भाड़ में जाओ बेब...तुम्हें क्या हुआ?तुम कभी वापस क्यों नहीं आये?
normal,"बहुत बढ़िया, मैं देखूंगा कि रिले की योजनाएं क्या हैं"
fraud,हेलो मैं एक फौजी आदमी हूँ.मुझे आपसे कुछ मदद चाहिए.मेरी मदद करोगे.
normal,"ग्राहक स्थान, मैं आपको कॉल करूंगा सर।"
normal,yaha sunakara bahuta achChA lagA ki Apa achChI taraha se nipaTa rahe haiM|to olA ke sAtha kyA ho rahA hai?
fraud,"kShamA kareM, maiM ApakI kaॉla misa kara gayA, jaba Apake pAsa samaya ho taba bAta karate haiM|maiM 07090201529 para hUM"
normal,ApakA uttara dekhakara khushI huI.
normal,jaba Apa dinAMka samaya laॉgina karate haiM... pitAjI aba Apako ghara lA rahe haiM?
fraud,anusmAraka: Apane vaha sAmagrI DAunaloDa nahIM kI hai jisake lie Apane pahale hI bhugatAna kara diyA hai|goTo http://doit.mymoby.TIvI/apanI sAmagrI ekatra karane ke lie|
normal,"क्षमा करें पिताजी, मैं नहीं जानता कि कौन हैं पिताजी?"
normal,abhI taka nahIM huA..yA sapanA AMTI mAnege ya'De hogidhe..chinnU phula vIka aura svalpA blaika agidhAne..
normal,Thank you princess! You are so sexy...
normal,jaya kahatA hai ki vaha &lt;#&gt; DAlegA|
normal,mujhe dera ho jAegI...
normal,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
normal,Jay's getting really impatient and belligerent
normal,मैं अभी तुम्हारे घर आऊंगा
normal,maiM phlAiTa TikaTa aura hoTala buka karUMgA
normal,I dunno until when... Lets go learn pilates...
normal,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
normal,"चाँद की पीली रोशनी के नीचे कहीं कोई आपके बारे में सोचता है, कोई ऐसी जगह है जहाँ सपने सच होते हैं... गुडनाइट &amp;मीठी नींद आए"
normal,"हुंह इतनी धीमी गति से, मुझे लगता है कि आप बहुत पहले पहुंच गए हैं लियाओ... आप 2 दिन और, केवल 4 और लेह..."
normal,"मैं सोलिहुल में हूं, |क्या आप को कुछ चाहिए?"
normal,Sounds great! Are you home now?
normal,"Come to me right now, Ahmad"
normal,2 minaTa rukeM.. basa sTaॉpa para kha.De raheM
fraud,"आप एक विजेता हैं, आपको विशेष रूप से चुना गया है 2 £1000 नकद या 4* छुट्टी (उड़ान सहित) प्राप्त करें, लाइव ऑपरेटर से बात करें 2 दावा 0871277810810"
normal,Yeah get the unlimited
fraud,"हेलो डार्लिंग आज आप कैसे हैं?मुझे बातचीत करना अच्छा लगेगा, आप मुझे यह क्यों नहीं बतातीं कि आप कैसी दिखती हैं और आप कितनी सेक्सी हैं?"
normal,आप थोड़ा नीचे देख रहे हैं.क्या बात क्या बात?
normal,kyA Apa kAphI anokhe haiM?30 agasta se jAnie.www.areyouunique.co.uk
fraud,"अति आवश्यक!!आपका 4* कोस्टा डेल सोल हॉलिडे या £5000 संग्रह की प्रतीक्षा में है।दावा करने के लिए अभी 09050090044 पर कॉल करें।एसएई, टीसी, पीओ बॉक्स 334, स्टॉकपोर्ट, एसके38एक्सएच, लागत £1.50/प्रति मिनट, अधिकतम10 मिनट"
normal,"ThIka hai, kyA samaya samApta hogA?"
normal,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
normal,kuCha nahIM basa isa nAma se alaga-alaga naMbaroM se saMdesha mila rahe haiM..
normal,"मैं जानता हूं कि यह आपकी अपेक्षा से छोटा है, लेकिन यह इस इलाके के सबसे अच्छे घरों में से एक है।"
normal,"ThIka hai, jaba tuma karIba A jAo to mujhe phona karo"
normal,I'm not sure if its still available though
normal,"bilkula nahIM.kevala gaNita kA eka dina, eka adhyAya, jise hama eka mAha meM samApta kara sakate haiM|"
normal,"यह ठीक है, इसके बजाय माँ को बुलाया मजा करो"
normal,मुझे घर भेजने के लिए धन्यवाद 4...
normal,Great to hear you are settling well. So what's happenin wit ola?
normal,kyA Apa abhI bhI paisA pAnA chAhate haiM?
normal,"Cool, text me when you head out"
normal,You call times job today ok umma and ask them to speed up
normal,I AM AT A PARTY WITH ALEX NICHOLS
normal,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
normal,priya ko sIdhe kAlIkaTa ke lie basa mila gaI
normal,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
normal,zora-zora se haMsanA!Upsa mAfa karanA!mastI karo|
normal,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
normal,"ok, where are you? how did you performed?"
normal,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
normal,"namaste, mujhe lagatA hai ki Apa naye haiM|"
normal,क...क:)आप यहां आकर नौकरी क्यों नहीं ढूंढ सकते:)
normal,"You’re too busy studying, you never have time to see them."
normal,"isa shAnadAra sAlagiraha ke dina shubha dopahara, merI pyArI je !!mujhe AshA hai ki yaha tumheM khusha aura saMtuShTa karegA, merI preyasI|maiM tumhAre bAre meM sochatA hUM aura samudra ke usa pAra se eka chi.DhAne vAlA chuMbana bhejatA hUM, jo smRRiti chinhoM kI manamohaka ChaviyAM haiM... Apa kaugara-pena"
